permit_number,inspection_date,inspection_type,result,notes,inspector_name,reinspection_flag,source_url
ELZ-2026-0398,2026-05-24,Rough-in,Partial,Upper vestibule wing garden porch attic pantry closet branch wiring repaired but replacement vestibule-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0398/1
ELZ-2026-0398,2026-05-25,Correction follow-up,Pass,Replacement vestibule-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0398/2
ELZ-2026-0399,2026-05-24,Rough-in,Partial,Upper baptistry wing garden porch attic pantry closet branch wiring repaired but replacement baptistry-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0399/1
ELZ-2026-0399,2026-05-25,Correction follow-up,Pass,Replacement baptistry-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0399/2
ELZ-2026-0400,2026-05-24,Rough-in,Partial,Upper chapel wing garden porch attic pantry closet branch wiring repaired but replacement chapel-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0400/1
ELZ-2026-0400,2026-05-25,Correction follow-up,Pass,Replacement chapel-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0400/2
ELZ-2026-0401,2026-05-24,Rough-in,Partial,Upper vestry wing garden porch attic pantry closet branch wiring repaired but replacement vestry-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0401/1
ELZ-2026-0401,2026-05-25,Correction follow-up,Pass,Replacement vestry-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0401/2
ELZ-2026-0402,2026-05-24,Rough-in,Partial,Upper cloister wing garden porch attic pantry closet branch wiring repaired but replacement cloister-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0402/1
ELZ-2026-0402,2026-05-25,Correction follow-up,Pass,Replacement cloister-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0402/2
ELZ-2026-0403,2026-05-24,Rough-in,Partial,Upper ambulatory wing garden porch attic pantry closet branch wiring repaired but replacement ambulatory-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0403/1
ELZ-2026-0403,2026-05-25,Correction follow-up,Pass,Replacement ambulatory-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0403/2
ELZ-2026-0404,2026-05-24,Rough-in,Partial,Upper tympanum wing garden porch attic pantry closet branch wiring repaired but replacement tympanum-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0404/1
ELZ-2026-0404,2026-05-25,Correction follow-up,Pass,Replacement tympanum-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0404/2
ELZ-2026-0405,2026-05-24,Rough-in,Partial,Upper quatrefoil wing garden porch attic pantry closet branch wiring repaired but replacement quatrefoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0405/1
ELZ-2026-0405,2026-05-25,Correction follow-up,Pass,Replacement quatrefoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0405/2
ELZ-2026-0406,2026-05-24,Rough-in,Partial,Upper cinquefoil wing garden porch attic pantry closet branch wiring repaired but replacement cinquefoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0406/1
ELZ-2026-0406,2026-05-25,Correction follow-up,Pass,Replacement cinquefoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0406/2
ELZ-2026-0407,2026-05-24,Rough-in,Partial,Upper sexfoil wing garden porch attic pantry closet branch wiring repaired but replacement sexfoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0407/1
ELZ-2026-0407,2026-05-25,Correction follow-up,Pass,Replacement sexfoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0407/2
ELZ-2026-0408,2026-05-24,Rough-in,Partial,Upper heptfoil wing garden porch attic pantry closet branch wiring repaired but replacement heptfoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0408/1
ELZ-2026-0408,2026-05-25,Correction follow-up,Pass,Replacement heptfoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0408/2
ELZ-2026-0409,2026-05-24,Rough-in,Partial,Upper octfoil wing garden porch attic pantry closet branch wiring repaired but replacement octfoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0409/1
ELZ-2026-0409,2026-05-25,Correction follow-up,Pass,Replacement octfoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0409/2
ELZ-2026-0410,2026-05-24,Rough-in,Partial,Upper enneafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0410/1
ELZ-2026-0410,2026-05-25,Correction follow-up,Pass,Replacement enneafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0410/2
ELZ-2026-0411,2026-05-24,Rough-in,Partial,Upper decafoil wing garden porch attic pantry closet branch wiring repaired but replacement decafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0411/1
ELZ-2026-0411,2026-05-25,Correction follow-up,Pass,Replacement decafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0411/2
ELZ-2026-0412,2026-05-24,Rough-in,Partial,Upper hendecafoil wing garden porch attic pantry closet branch wiring repaired but replacement hendecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0412/1
ELZ-2026-0412,2026-05-25,Correction follow-up,Pass,Replacement hendecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0412/2
ELZ-2026-0413,2026-05-24,Rough-in,Partial,Upper dodecafoil wing garden porch attic pantry closet branch wiring repaired but replacement dodecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0413/1
ELZ-2026-0413,2026-05-25,Correction follow-up,Pass,Replacement dodecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0413/2
ELZ-2026-0414,2026-05-24,Rough-in,Partial,Upper tridecafoil wing garden porch attic pantry closet branch wiring repaired but replacement tridecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0414/1
ELZ-2026-0414,2026-05-25,Correction follow-up,Pass,Replacement tridecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0414/2
ELZ-2026-0415,2026-05-24,Rough-in,Partial,Upper tetradecafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetradecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0415/1
ELZ-2026-0415,2026-05-25,Correction follow-up,Pass,Replacement tetradecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0415/2
ELZ-2026-0416,2026-05-24,Rough-in,Partial,Upper pentadecafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentadecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0416/1
ELZ-2026-0416,2026-05-25,Correction follow-up,Pass,Replacement pentadecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0416/2
ELZ-2026-0417,2026-05-24,Rough-in,Partial,Upper hexadecafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexadecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0417/1
ELZ-2026-0417,2026-05-25,Correction follow-up,Pass,Replacement hexadecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0417/2
ELZ-2026-0418,2026-05-24,Rough-in,Partial,Upper heptadecafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptadecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0418/1
ELZ-2026-0418,2026-05-25,Correction follow-up,Pass,Replacement heptadecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0418/2
ELZ-2026-0419,2026-05-24,Rough-in,Partial,Upper octadecafoil wing garden porch attic pantry closet branch wiring repaired but replacement octadecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0419/1
ELZ-2026-0419,2026-05-25,Correction follow-up,Pass,Replacement octadecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0419/2
ELZ-2026-0420,2026-05-24,Rough-in,Partial,Upper enneadecafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneadecafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0420/1
ELZ-2026-0420,2026-05-25,Correction follow-up,Pass,Replacement enneadecafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0420/2
ELZ-2026-0421,2026-05-24,Rough-in,Partial,Upper icosafoil wing garden porch attic pantry closet branch wiring repaired but replacement icosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0421/1
ELZ-2026-0421,2026-05-25,Correction follow-up,Pass,Replacement icosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0421/2
ELZ-2026-0422,2026-05-24,Rough-in,Partial,Upper henicosafoil wing garden porch attic pantry closet branch wiring repaired but replacement henicosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0422/1
ELZ-2026-0422,2026-05-25,Correction follow-up,Pass,Replacement henicosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0422/2
ELZ-2026-0423,2026-05-24,Rough-in,Partial,Upper docosafoil wing garden porch attic pantry closet branch wiring repaired but replacement docosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0423/1
ELZ-2026-0423,2026-05-25,Correction follow-up,Pass,Replacement docosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0423/2
ELZ-2026-0424,2026-05-24,Rough-in,Partial,Upper tricosafoil wing garden porch attic pantry closet branch wiring repaired but replacement tricosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0424/1
ELZ-2026-0424,2026-05-25,Correction follow-up,Pass,Replacement tricosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0424/2
ELZ-2026-0425,2026-05-24,Rough-in,Partial,Upper tetracosafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetracosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0425/1
ELZ-2026-0425,2026-05-25,Correction follow-up,Pass,Replacement tetracosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0425/2
ELZ-2026-0426,2026-05-24,Rough-in,Partial,Upper pentacosafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentacosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0426/1
ELZ-2026-0426,2026-05-25,Correction follow-up,Pass,Replacement pentacosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0426/2
ELZ-2026-0427,2026-05-24,Rough-in,Partial,Upper hexacosafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexacosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0427/1
ELZ-2026-0427,2026-05-25,Correction follow-up,Pass,Replacement hexacosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0427/2
ELZ-2026-0428,2026-05-24,Rough-in,Partial,Upper heptacosafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptacosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0428/1
ELZ-2026-0428,2026-05-25,Correction follow-up,Pass,Replacement heptacosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0428/2
ELZ-2026-0429,2026-05-24,Rough-in,Partial,Upper octacosafoil wing garden porch attic pantry closet branch wiring repaired but replacement octacosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0429/1
ELZ-2026-0429,2026-05-25,Correction follow-up,Pass,Replacement octacosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0429/2
ELZ-2026-0430,2026-05-24,Rough-in,Partial,Upper enneacosafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneacosafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0430/1
ELZ-2026-0430,2026-05-25,Correction follow-up,Pass,Replacement enneacosafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0430/2
ELZ-2026-0431,2026-05-24,Rough-in,Partial,Upper triacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement triacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0431/1
ELZ-2026-0431,2026-05-25,Correction follow-up,Pass,Replacement triacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0431/2
ELZ-2026-0432,2026-05-24,Rough-in,Partial,Upper hentriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hentriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0432/1
ELZ-2026-0432,2026-05-25,Correction follow-up,Pass,Replacement hentriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0432/2
ELZ-2026-0433,2026-05-24,Rough-in,Partial,Upper dotriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement dotriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0433/1
ELZ-2026-0433,2026-05-25,Correction follow-up,Pass,Replacement dotriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0433/2
ELZ-2026-0434,2026-05-24,Rough-in,Partial,Upper tritriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tritriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0434/1
ELZ-2026-0434,2026-05-25,Correction follow-up,Pass,Replacement tritriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0434/2
ELZ-2026-0435,2026-05-24,Rough-in,Partial,Upper tetratriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetratriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0435/1
ELZ-2026-0435,2026-05-25,Correction follow-up,Pass,Replacement tetratriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0435/2
ELZ-2026-0436,2026-05-24,Rough-in,Partial,Upper pentatriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentatriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0436/1
ELZ-2026-0436,2026-05-25,Correction follow-up,Pass,Replacement pentatriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0436/2
ELZ-2026-0437,2026-05-24,Rough-in,Partial,Upper hexatriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexatriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0437/1
ELZ-2026-0437,2026-05-25,Correction follow-up,Pass,Replacement hexatriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0437/2
ELZ-2026-0438,2026-05-24,Rough-in,Partial,Upper heptatriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptatriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0438/1
ELZ-2026-0438,2026-05-25,Correction follow-up,Pass,Replacement heptatriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0438/2
ELZ-2026-0439,2026-05-24,Rough-in,Partial,Upper octatriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement octatriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0439/1
ELZ-2026-0439,2026-05-25,Correction follow-up,Pass,Replacement octatriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0439/2
ELZ-2026-0440,2026-05-24,Rough-in,Partial,Upper enneatriacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneatriacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0440/1
ELZ-2026-0440,2026-05-25,Correction follow-up,Pass,Replacement enneatriacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0440/2
ELZ-2026-0441,2026-05-24,Rough-in,Partial,Upper tetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0441/1
ELZ-2026-0441,2026-05-25,Correction follow-up,Pass,Replacement tetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0441/2
ELZ-2026-0442,2026-05-24,Rough-in,Partial,Upper henatetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement henatetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0442/1
ELZ-2026-0442,2026-05-25,Correction follow-up,Pass,Replacement henatetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0442/2
ELZ-2026-0443,2026-05-24,Rough-in,Partial,Upper dotetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement dotetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0443/1
ELZ-2026-0443,2026-05-25,Correction follow-up,Pass,Replacement dotetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0443/2
ELZ-2026-0444,2026-05-24,Rough-in,Partial,Upper tritetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tritetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0444/1
ELZ-2026-0444,2026-05-25,Correction follow-up,Pass,Replacement tritetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0444/2
ELZ-2026-0445,2026-05-24,Rough-in,Partial,Upper tetratetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetratetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0445/1
ELZ-2026-0445,2026-05-25,Correction follow-up,Pass,Replacement tetratetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0445/2
ELZ-2026-0446,2026-05-24,Rough-in,Partial,Upper pentatetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentatetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0446/1
ELZ-2026-0446,2026-05-25,Correction follow-up,Pass,Replacement pentatetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0446/2
ELZ-2026-0447,2026-05-24,Rough-in,Partial,Upper hexatetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexatetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0447/1
ELZ-2026-0447,2026-05-25,Correction follow-up,Pass,Replacement hexatetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0447/2
ELZ-2026-0448,2026-05-24,Rough-in,Partial,Upper heptatetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement heptatetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0448/1
ELZ-2026-0448,2026-05-25,Correction follow-up,Pass,Replacement heptatetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0448/2
ELZ-2026-0449,2026-05-24,Rough-in,Partial,Upper octatetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement octatetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0449/1
ELZ-2026-0449,2026-05-25,Correction follow-up,Pass,Replacement octatetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0449/2
ELZ-2026-0450,2026-05-24,Rough-in,Partial,Upper enneatetracontafoil wing garden porch attic pantry closet branch wiring repaired but replacement enneatetracontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0450/1
ELZ-2026-0450,2026-05-25,Correction follow-up,Pass,Replacement enneatetracontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0450/2
ELZ-2026-0451,2026-05-24,Rough-in,Partial,Upper pentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0451/1
ELZ-2026-0451,2026-05-25,Correction follow-up,Pass,Replacement pentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0451/2
ELZ-2026-0452,2026-05-24,Rough-in,Partial,Upper henapentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement henapentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0452/1
ELZ-2026-0452,2026-05-25,Correction follow-up,Pass,Replacement henapentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0452/2
ELZ-2026-0453,2026-05-24,Rough-in,Partial,Upper dopentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement dopentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0453/1
ELZ-2026-0453,2026-05-25,Correction follow-up,Pass,Replacement dopentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0453/2
ELZ-2026-0454,2026-05-24,Rough-in,Partial,Upper tripentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tripentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0454/1
ELZ-2026-0454,2026-05-25,Correction follow-up,Pass,Replacement tripentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0454/2
ELZ-2026-0455,2026-05-24,Rough-in,Partial,Upper tetrapentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement tetrapentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0455/1
ELZ-2026-0455,2026-05-25,Correction follow-up,Pass,Replacement tetrapentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0455/2
ELZ-2026-0456,2026-05-24,Rough-in,Partial,Upper pentapentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement pentapentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0456/1
ELZ-2026-0456,2026-05-25,Correction follow-up,Pass,Replacement pentapentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0456/2
ELZ-2026-0457,2026-05-24,Rough-in,Partial,Upper hexapentacontafoil wing garden porch attic pantry closet branch wiring repaired but replacement hexapentacontafoil-bracket lighting and cover trim remained incomplete before rough-in approval.,Inspector Patel,false,https://example.local/dallas/inspections/ELZ-2026-0457/1
ELZ-2026-0457,2026-05-25,Correction follow-up,Pass,Replacement hexapentacontafoil-bracket lighting installed and cover trim completed for approval.,Inspector Patel,true,https://example.local/dallas/inspections/ELZ-2026-0457/2
